"Date","HourStart","HourEnd","UserId","RegionId","Name","ImWh","ExWh","IndVarh","CapVarh","IndPenalty","CapPenalty"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","KOLONYA 138","13.013","0","3.29","0.186","25.2824098977945","1.42933989087835"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","Kompresör Atlas Com 2","143.457427724192","0","70.457259580292","0","49.1137062040117","0"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","Kompresör Özen 150 ","35.5106438651373","35.2701771289538","34.4287625304136","26.2236299617657","96.9533604098184","73.8472387641241"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","Kompresör Özen 250 ","80.867896637122","0","45.1472460245047","31.2155185740355","55.8283916139103","38.6006312419731"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","Kompresör Özen 90","0","98.0200857142857","0","0","0","0"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","Kompresör Özen Booster lar","128.274944017205","0.002000065172054","57.2808573383733","0","44.6547513836297","0"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","PE 501 UNILOY","0.224933333333333","0","0.414","0.02503795620438","184.054534676941","11.1312786919293"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","PE 502 UNILOY","35.4059928397636","0","18.414596107056","0","52.0098283654821","0"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","PE 503 BESLIK","0","0","0","0","0","0"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","PE 505 İLAÇ","27.5443333333333","0.001","20.5059791666667","0","74.4471790930984","0"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","PE 505 İLAÇ BOŞ","0","0","0","0","0","0"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","PE 506 İLAÇ","0","0.045017448731317","0","0","0","0"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","PET 101 SP25","33.078","0","15.144","0","45.782695447125","0"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","PET 102 SP80","0.421","0","0","0.717","0","170.308788598575"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","PET 103 SP80","25.259","0","14.372","0","56.8985312165961","0"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","PET 104 SP80","0.210603550295858","0","0.071431952662722","0","33.9177343223196","0"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","PET 141","38.038","0","21.619","0","56.8352699931647","0"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","PET 162 YENİ","19.022","10.832","14.062","0.001","73.9249290295447","0.005257070760172"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","PET 163 YENİ","0","0.000223140495868","0","0","0","0"
"2026-06-16","2026-06-16 02:00:00","2026-06-16 03:00:00","8","1","PET 164","40.898","0.001","0.001","15.887","0.002445107340212","38.8454203139518"
