scope,sheet,row_number,machine_code,agiz_mm,gramaj_gr,source_column,cycle_value,included_in_group_stats,parse_status,product_text
schema_match_best_sheet,PROSES ENJEKSİYON,25,301,62,43,L,36.7,yes,ok,PRE0002 62MM 8 GOZ PREFORM 43GR SEFFAF SEFFAF KOLI STANDART
schema_match_best_sheet,PROSES ENJEKSİYON,26,303,100,45,J,8,yes,ok,PRE0010 100MM 45GR TWIST OFF OPAK SIYAH PREFORM KOLI STANDART 8GÖZ
schema_match_best_sheet,PROSES ENJEKSİYON,26,303,100,45,K,8,yes,ok,PRE0010 100MM 45GR TWIST OFF OPAK SIYAH PREFORM KOLI STANDART 8GÖZ
schema_match_best_sheet,PROSES ENJEKSİYON,26,303,100,45,L,34.2,yes,ok,PRE0010 100MM 45GR TWIST OFF OPAK SIYAH PREFORM KOLI STANDART 8GÖZ
schema_match_best_sheet,PROSES ENJEKSİYON,27,102,28,52,J,5,yes,ok,PET0016-01 1500ML SEFFAF SEFFAF 28MM YIVLI 52GR
schema_match_best_sheet,PROSES ENJEKSİYON,27,102,28,52,K,4,yes,ok,PET0016-01 1500ML SEFFAF SEFFAF 28MM YIVLI 52GR
schema_match_best_sheet,PROSES ENJEKSİYON,27,102,28,52,L,18.56,yes,ok,PET0016-01 1500ML SEFFAF SEFFAF 28MM YIVLI 52GR
schema_match_best_sheet,PROSES ENJEKSİYON,28,103,28,40,J,5,yes,ok,PET0005-01 700ML SEFFAF SARI 28MM YIVLI 40GR
schema_match_best_sheet,PROSES ENJEKSİYON,28,103,28,40,K,5,yes,ok,PET0005-01 700ML SEFFAF SARI 28MM YIVLI 40GR
schema_match_best_sheet,PROSES ENJEKSİYON,28,103,28,40,L,15.94,yes,ok,PET0005-01 700ML SEFFAF SARI 28MM YIVLI 40GR
schema_match_best_sheet,PROSES ENJEKSİYON,29,104,28,25,J,6,yes,ok,PET0025-01 400ML SEFFAF SEFFAF 28MM YIVLI 25GR
schema_match_best_sheet,PROSES ENJEKSİYON,29,104,28,25,K,5,yes,ok,PET0025-01 400ML SEFFAF SEFFAF 28MM YIVLI 25GR
schema_match_best_sheet,PROSES ENJEKSİYON,29,104,28,25,L,13.28,yes,ok,PET0025-01 400ML SEFFAF SEFFAF 28MM YIVLI 25GR
schema_match_best_sheet,PROSES ENJEKSİYON,30,164,28,45,J,6,yes,ok,PET0024-01 1000ML SEFFAF SEFFAF 28MM YIVLI 45GR
schema_match_best_sheet,PROSES ENJEKSİYON,30,164,28,45,K,6,yes,ok,PET0024-01 1000ML SEFFAF SEFFAF 28MM YIVLI 45GR
schema_match_best_sheet,PROSES ENJEKSİYON,30,164,28,45,L,21.59,yes,ok,PET0024-01 1000ML SEFFAF SEFFAF 28MM YIVLI 45GR
schema_match_best_sheet,PROSES ENJEKSİYON,31,182,28,26,J,8,yes,ok,PET0165-04 450ML SEFFAF MAVI 28MM YIVLI 26GR
schema_match_best_sheet,PROSES ENJEKSİYON,31,182,28,26,K,8,yes,ok,PET0165-04 450ML SEFFAF MAVI 28MM YIVLI 26GR
schema_match_best_sheet,PROSES ENJEKSİYON,31,182,28,26,L,16,yes,ok,PET0165-04 450ML SEFFAF MAVI 28MM YIVLI 26GR
schema_match_best_sheet,PROSES ENJEKSİYON,32,172,28,45,J,4,yes,ok,PET0129-01 750ML SEFFAF MAVI 28MM YIVLI 45GR
schema_match_best_sheet,PROSES ENJEKSİYON,32,172,28,45,K,4,yes,ok,PET0129-01 750ML SEFFAF MAVI 28MM YIVLI 45GR
schema_match_best_sheet,PROSES ENJEKSİYON,32,172,28,45,L,16.06,yes,ok,PET0129-01 750ML SEFFAF MAVI 28MM YIVLI 45GR
schema_match_best_sheet,PROSES ENJEKSİYON,33,173,28,40,J,5,yes,ok,PET0019-01 650ML SEFFAF UV 28MM CAKMA 40GR
schema_match_best_sheet,PROSES ENJEKSİYON,33,173,28,40,K,5,yes,ok,PET0019-01 650ML SEFFAF UV 28MM CAKMA 40GR
schema_match_best_sheet,PROSES ENJEKSİYON,33,173,28,40,L,17.16,yes,ok,PET0019-01 650ML SEFFAF UV 28MM CAKMA 40GR
schema_match_best_sheet,PROSES ENJEKSİYON,34,174,110,95,J,3,yes,ok,PET0239-01 1000ML SEFFAF SEFFAF 110MM YIVLI 95GR
schema_match_best_sheet,PROSES ENJEKSİYON,34,174,110,95,K,3,yes,ok,PET0239-01 1000ML SEFFAF SEFFAF 110MM YIVLI 95GR
schema_match_best_sheet,PROSES ENJEKSİYON,34,174,110,95,L,18.19,yes,ok,PET0239-01 1000ML SEFFAF SEFFAF 110MM YIVLI 95GR
schema_match_best_sheet,PROSES ENJEKSİYON,35,175,28,35,J,5,yes,ok,PET0238-01 450ML SEFFAF UV 28MM CAKMA 35GR
schema_match_best_sheet,PROSES ENJEKSİYON,35,175,28,35,K,5,yes,ok,PET0238-01 450ML SEFFAF UV 28MM CAKMA 35GR
schema_match_best_sheet,PROSES ENJEKSİYON,35,175,28,35,L,14.42,yes,ok,PET0238-01 450ML SEFFAF UV 28MM CAKMA 35GR
schema_match_best_sheet,PROSES ENJEKSİYON,36,176,28,52,J,5,yes,ok,PET0015-02 1000ML OPAK YESIL 28MM YIVLI 52GR
schema_match_best_sheet,PROSES ENJEKSİYON,36,176,28,52,K,5,yes,ok,PET0015-02 1000ML OPAK YESIL 28MM YIVLI 52GR
schema_match_best_sheet,PROSES ENJEKSİYON,36,176,28,52,L,17.81,yes,ok,PET0015-02 1000ML OPAK YESIL 28MM YIVLI 52GR
schema_match_best_sheet,PROSES ENJEKSİYON,37,177,28,52,J,4,yes,ok,PET0015-03 1000ML OPAK BEYAZ 28MM YIVLI 52GR
schema_match_best_sheet,PROSES ENJEKSİYON,37,177,28,52,K,4,yes,ok,PET0015-03 1000ML OPAK BEYAZ 28MM YIVLI 52GR
schema_match_best_sheet,PROSES ENJEKSİYON,37,177,28,52,L,18.74,yes,ok,PET0015-03 1000ML OPAK BEYAZ 28MM YIVLI 52GR
schema_match_best_sheet,PROSES ENJEKSİYON,38,135,38,25,J,2,yes,ok,PET0145-01 150ML SEFFAF KAHVE 38MM YIVLI 25GR
schema_match_best_sheet,PROSES ENJEKSİYON,38,135,38,25,K,2,yes,ok,PET0145-01 150ML SEFFAF KAHVE 38MM YIVLI 25GR
schema_match_best_sheet,PROSES ENJEKSİYON,38,135,38,25,L,20.47,yes,ok,PET0145-01 150ML SEFFAF KAHVE 38MM YIVLI 25GR
schema_match_best_sheet,PROSES ENJEKSİYON,39,138,62,26,J,3,yes,ok,PET0312-01 370ML SEFFAF SEFFAF 62MM YIVLI 26GR
schema_match_best_sheet,PROSES ENJEKSİYON,39,138,62,26,K,3,yes,ok,PET0312-01 370ML SEFFAF SEFFAF 62MM YIVLI 26GR
schema_match_best_sheet,PROSES ENJEKSİYON,39,138,62,26,L,12.72,yes,ok,PET0312-01 370ML SEFFAF SEFFAF 62MM YIVLI 26GR
schema_match_best_sheet,PROSES ENJEKSİYON,40,401,90,60,J,1,yes,ok,BLW0015-01 1000ML SEFFAF SEFFAF 90MM YIVLI 60GR (KAPAK+SISE)
