scope,sheet,row_number,machine_code,agiz_mm,gramaj_gr,source_column,cycle_value,included_in_group_stats,parse_status,product_text
fallback_latest_370_rows_largest_sheet,ESKİ,1124,134,,,K,3,no,missing_agiz_mm_gramaj_gr,200 CC Y078 25 ŞEFFAF YEŞİL PALET KISA
fallback_latest_370_rows_largest_sheet,ESKİ,1124,134,,,L,15.57,no,missing_agiz_mm_gramaj_gr,200 CC Y078 25 ŞEFFAF YEŞİL PALET KISA
fallback_latest_370_rows_largest_sheet,ESKİ,1125,135,,,J,2,no,missing_agiz_mm_gramaj_gr,150 CC Y341 25 ŞEFFAF KAHVE KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1125,135,,,K,2,no,missing_agiz_mm_gramaj_gr,150 CC Y341 25 ŞEFFAF KAHVE KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1125,135,,,L,19.87,no,missing_agiz_mm_gramaj_gr,150 CC Y341 25 ŞEFFAF KAHVE KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1126,201,28,,J,24,no,missing_gramaj_gr,E056 28 MM TIPA 1 ŞEFFAF ŞEFFAF PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1126,201,28,,K,18,no,missing_gramaj_gr,E056 28 MM TIPA 1 ŞEFFAF ŞEFFAF PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1126,201,28,,L,30,no,missing_gramaj_gr,E056 28 MM TIPA 1 ŞEFFAF ŞEFFAF PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1127,205,24,,J,12,no,missing_gramaj_gr,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1127,205,24,,K,10,no,missing_gramaj_gr,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1127,205,24,,L,23.9,no,missing_gramaj_gr,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1128,207,28,,J,12,no,missing_gramaj_gr,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1128,207,28,,K,9,no,missing_gramaj_gr,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1128,207,28,,L,30.04,no,missing_gramaj_gr,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1129,208,110,,J,4,no,missing_gramaj_gr,E063 110 MM 32 OPAK SARI KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1129,208,110,,K,2,no,missing_gramaj_gr,E063 110 MM 32 OPAK SARI KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1129,208,110,,L,23.67,no,missing_gramaj_gr,E063 110 MM 32 OPAK SARI KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1130,209,62,,J,4,no,missing_gramaj_gr,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1130,209,62,,K,3,no,missing_gramaj_gr,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1130,209,62,,L,27,no,missing_gramaj_gr,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1131,210,100,,J,4,no,missing_gramaj_gr,E032 100 MM ETİKETLİ FOLYOLU 13 OPAK GOLD PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1131,210,100,,K,3,no,missing_gramaj_gr,E032 100 MM ETİKETLİ FOLYOLU 13 OPAK GOLD PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1131,210,100,,L,19.7,no,missing_gramaj_gr,E032 100 MM ETİKETLİ FOLYOLU 13 OPAK GOLD PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1132,102,,,J,6,no,missing_agiz_mm_gramaj_gr,500 CC SP052 25 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1132,102,,,K,6,no,missing_agiz_mm_gramaj_gr,500 CC SP052 25 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1132,102,,,L,16,no,missing_agiz_mm_gramaj_gr,500 CC SP052 25 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1133,103,,,J,5,no,missing_agiz_mm_gramaj_gr,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1133,103,,,K,5,no,missing_agiz_mm_gramaj_gr,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1133,103,,,L,14.52,no,missing_agiz_mm_gramaj_gr,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1134,104,,,J,9,no,missing_agiz_mm_gramaj_gr,100 CC SP055 20 ŞEFFAF ŞEFFAF YÜKSEK PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1134,104,,,K,9,no,missing_agiz_mm_gramaj_gr,100 CC SP055 20 ŞEFFAF ŞEFFAF YÜKSEK PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1134,104,,,L,15.03,no,missing_agiz_mm_gramaj_gr,100 CC SP055 20 ŞEFFAF ŞEFFAF YÜKSEK PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1135,162,,,J,2,no,missing_agiz_mm_gramaj_gr,1000 CC X233 52 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1135,162,,,K,2,no,missing_agiz_mm_gramaj_gr,1000 CC X233 52 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1135,162,,,L,24,no,missing_agiz_mm_gramaj_gr,1000 CC X233 52 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1136,163,,,J,2,no,missing_agiz_mm_gramaj_gr,500 CC X395 35 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1136,163,,,K,2,no,missing_agiz_mm_gramaj_gr,500 CC X395 35 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1136,163,,,L,18.59,no,missing_agiz_mm_gramaj_gr,500 CC X395 35 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1137,164,,,J,2,no,missing_agiz_mm_gramaj_gr,1500 CC X381 52 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1137,164,,,K,2,no,missing_agiz_mm_gramaj_gr,1500 CC X381 52 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1137,164,,,L,22.8,no,missing_agiz_mm_gramaj_gr,1500 CC X381 52 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1138,181,,,J,4,no,missing_agiz_mm_gramaj_gr,750 CC Z105 28 OPAK MAVİ PLS. PLT STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1138,181,,,K,4,no,missing_agiz_mm_gramaj_gr,750 CC Z105 28 OPAK MAVİ PLS. PLT STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1138,181,,,L,15,no,missing_agiz_mm_gramaj_gr,750 CC Z105 28 OPAK MAVİ PLS. PLT STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1139,182,,,J,4,no,missing_agiz_mm_gramaj_gr,400 CC Z101 26 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1139,182,,,K,4,no,missing_agiz_mm_gramaj_gr,400 CC Z101 26 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1139,182,,,L,14.26,no,missing_agiz_mm_gramaj_gr,400 CC Z101 26 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1140,401,,,J,1,no,missing_agiz_mm_gramaj_gr,700 CC S008 90 ŞEFFAF ŞEFFAF PLS. PLT STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1140,401,,,K,1,no,missing_agiz_mm_gramaj_gr,700 CC S008 90 ŞEFFAF ŞEFFAF PLS. PLT STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1140,401,,,L,10.23,no,missing_agiz_mm_gramaj_gr,700 CC S008 90 ŞEFFAF ŞEFFAF PLS. PLT STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1141,171,,,J,3,no,missing_agiz_mm_gramaj_gr,350 CC D026 45 OPAK SİYAH PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1141,171,,,K,3,no,missing_agiz_mm_gramaj_gr,350 CC D026 45 OPAK SİYAH PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1141,171,,,L,16.78,no,missing_agiz_mm_gramaj_gr,350 CC D026 45 OPAK SİYAH PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1142,172,,,J,4,no,missing_agiz_mm_gramaj_gr,1000 CC D057 52 OPAK MAVİ PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1142,172,,,K,4,no,missing_agiz_mm_gramaj_gr,1000 CC D057 52 OPAK MAVİ PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1142,172,,,L,21.31,no,missing_agiz_mm_gramaj_gr,1000 CC D057 52 OPAK MAVİ PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1143,175,,,J,5,no,missing_agiz_mm_gramaj_gr,750 CC D072 35 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1143,175,,,K,5,no,missing_agiz_mm_gramaj_gr,750 CC D072 35 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1143,175,,,L,14.66,no,missing_agiz_mm_gramaj_gr,750 CC D072 35 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1144,176,,,J,5,no,missing_agiz_mm_gramaj_gr,1000 CC D107 52 OPAK BEYAZ PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1144,176,,,K,5,no,missing_agiz_mm_gramaj_gr,1000 CC D107 52 OPAK BEYAZ PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1144,176,,,L,19.28,no,missing_agiz_mm_gramaj_gr,1000 CC D107 52 OPAK BEYAZ PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1145,131,,,J,3,no,missing_agiz_mm_gramaj_gr,100 CC Y274 25 ŞEFFAF TURUNCU PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1145,131,,,K,3,no,missing_agiz_mm_gramaj_gr,100 CC Y274 25 ŞEFFAF TURUNCU PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1145,131,,,L,17.87,no,missing_agiz_mm_gramaj_gr,100 CC Y274 25 ŞEFFAF TURUNCU PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1146,132,,,J,3,no,missing_agiz_mm_gramaj_gr,400 CC Y010 29 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1146,132,,,K,3,no,missing_agiz_mm_gramaj_gr,400 CC Y010 29 ŞEFFAF ŞEFFAF PALET STANDART
